Input Data
----------

Decay Rate A = 0.00016045073624072808 /s
Decay Rate B = 2.1158338844931175e-05 /s
Initial Count A = 100.0
Initial Count B = 0.0
Initial Count C = 0.0
Time Delta = 112.5 s
Final Time = 180000 s


Output Data
-----------

Max N(B)
--------
Analytical : 73.51066601554557 at t = 14544.604692043175 s
Numerical  : 73.71588431232347 at t = 14400.0 s

   Time                          Analytical                                             Numerical                         
    (s)             N (A)     |    N (B)     |    N (C)              N (A)     |    N (B)     |    N (C)     |  N (total)   
   118575.0     5.46202602E-07|9.37204896    |90.6279505         4.59061351E-07|9.34406221    |90.6559373    |100           
   118687.5     5.3643171E-07 |9.34976708    |90.6502324         4.50774969E-07|9.32182042    |90.6781791    |100           
   118800.0     5.26835606E-07|9.32753819    |90.6724613         4.42638161E-07|9.29963158    |90.700368     |100           
   118912.5     5.17411166E-07|9.30536214    |90.6946373         4.34648229E-07|9.27749555    |90.722504     |100           
   119025.0     5.08155316E-07|9.28323881    |90.7167607         4.26802521E-07|9.25541222    |90.7445874    |100           
   119137.5     4.99065043E-07|9.26116809    |90.7388314         4.19098434E-07|9.23338145    |90.7666181    |100           
   119250.0     4.90137383E-07|9.23914983    |90.7608497         4.1153341E-07 |9.21140311    |90.7885965    |100           
   119362.5     4.81369429E-07|9.21718392    |90.7828156         4.04104941E-07|9.1894771     |90.8105225    |100           
   119475.0     4.72758322E-07|9.19527024    |90.8047293         3.96810561E-07|9.16760327    |90.8323963    |100           
   119587.5     4.64301257E-07|9.17340865    |90.8265909         3.89647849E-07|9.14578151    |90.8542181    |100           
   119700.0     4.55995479E-07|9.15159904    |90.8484005         3.8261443E-07 |9.1240117     |90.8759879    |100           
   119812.5     4.47838281E-07|9.12984129    |90.8701583         3.75707968E-07|9.1022937     |90.8977059    |100           
   119925.0     4.39827005E-07|9.10813526    |90.8918643         3.68926174E-07|9.0806274     |90.9193722    |100           
   120037.5     4.31959041E-07|9.08648083    |90.9135187         3.62266795E-07|9.05901267    |90.940987     |100           
   120150.0     4.24231825E-07|9.06487789    |90.9351217         3.55727623E-07|9.03744939    |90.9625503    |100           
   120262.5     4.1664284E-07 |9.04332631    |90.9566733         3.49306488E-07|9.01593743    |90.9840622    |100           
   120375.0     4.09189612E-07|9.02182597    |90.9781736         3.43001258E-07|8.99447669    |91.005523     |100           
   120487.5     4.01869713E-07|9.00037675    |90.9996229         3.36809843E-07|8.97306702    |91.0269326    |100           
   120600.0     3.94680759E-07|8.97897851    |91.0210211         3.30730187E-07|8.95170832    |91.0482914    |100           
   120712.5     3.87620406E-07|8.95763116    |91.0423685         3.24760273E-07|8.93040046    |91.0695992    |100           
   120825.0     3.80686353E-07|8.93633455    |91.0636651         3.1889812E-07 |8.90914331    |91.0908564    |100           
   120937.5     3.73876343E-07|8.91508858    |91.084911          3.13141783E-07|8.88793677    |91.1120629    |100           
   121050.0     3.67188155E-07|8.89389312    |91.1061065         3.07489352E-07|8.8667807     |91.133219     |100           
   121162.5     3.60619611E-07|8.87274806    |91.1272516         3.01938952E-07|8.84567499    |91.1543247    |100           
   121275.0     3.5416857E-07 |8.85165326    |91.1483464         2.9648874E-07 |8.82461952    |91.1753802    |100           
   121387.5     3.4783293E-07 |8.83060862    |91.169391          2.91136908E-07|8.80361417    |91.1963855    |100           
   121500.0     3.41610627E-07|8.80961401    |91.1903857         2.85881681E-07|8.78265882    |91.2173409    |100           
   121612.5     3.35499633E-07|8.78866931    |91.2113304         2.80721314E-07|8.76175334    |91.2382464    |100           
   121725.0     3.29497957E-07|8.76777441    |91.2322253         2.75654096E-07|8.74089763    |91.2591021    |100           
   121837.5     3.23603644E-07|8.74692918    |91.2530705         2.70678344E-07|8.72009156    |91.2799082    |100           
   121950.0     3.17814773E-07|8.72613352    |91.2738662         2.65792409E-07|8.69933502    |91.3006647    |100           
   122062.5     3.12129458E-07|8.7053873     |91.2946124         2.60994668E-07|8.67862788    |91.3213719    |100           
   122175.0     3.06545846E-07|8.6846904     |91.3153093         2.56283529E-07|8.65797004    |91.3420297    |100           
   122287.5     3.01062118E-07|8.6640427     |91.335957          2.5165743E-07 |8.63736136    |91.3626384    |100           
   122400.0     2.95676487E-07|8.6434441     |91.3565556         2.47114835E-07|8.61680174    |91.383198     |100           
   122512.5     2.90387198E-07|8.62289447    |91.3771052         2.42654238E-07|8.59629106    |91.4037087    |100           
   122625.0     2.85192529E-07|8.60239369    |91.397606          2.38274157E-07|8.5758292     |91.4241706    |100           
   122737.5     2.80090785E-07|8.58194166    |91.4180581         2.3397314E-07 |8.55541604    |91.4445837    |100           
   122850.0     2.75080306E-07|8.56153825    |91.4384615         2.29749759E-07|8.53505148    |91.4649483    |100           
   122962.5     2.70159457E-07|8.54118335    |91.4588164         2.25602613E-07|8.51473539    |91.4852644    |100           
   123075.0     2.65326637E-07|8.52087684    |91.4791229         2.21530326E-07|8.49446766    |91.5055321    |100           
   123187.5     2.6058027E-07 |8.50061861    |91.4993811         2.17531547E-07|8.47424817    |91.5257516    |100           
   123300.0     2.5591881E-07 |8.48040854    |91.5195912         2.13604949E-07|8.45407681    |91.545923     |100           
   123412.5     2.51340737E-07|8.46024652    |91.5397532         2.09749228E-07|8.43395346    |91.5660463    |100           
   123525.0     2.4684456E-07 |8.44013244    |91.5598673         2.05963106E-07|8.41387801    |91.5861218    |100           
   123637.5     2.42428815E-07|8.42006618    |91.5799336         2.02245326E-07|8.39385035    |91.6061494    |100           
   123750.0     2.38092062E-07|8.40004762    |91.5999521         1.98594655E-07|8.37387037    |91.6261294    |100           
   123862.5     2.33832888E-07|8.38007666    |91.6199231         1.95009881E-07|8.35393794    |91.6460619    |100           
   123975.0     2.29649905E-07|8.36015318    |91.6398466         1.91489814E-07|8.33405295    |91.6659469    |100           
   124087.5     2.25541751E-07|8.34027707    |91.6597227         1.88033288E-07|8.3142153     |91.6857845    |100           
   124200.0     2.21507086E-07|8.32044821    |91.6795516         1.84639154E-07|8.29442487    |91.7055749    |100           
   124312.5     2.17544597E-07|8.3006665     |91.6993333         1.81306286E-07|8.27468154    |91.7253183    |100           
   124425.0     2.13652992E-07|8.28093181    |91.719068          1.7803358E-07 |8.25498521    |91.7450146    |100           
   124537.5     2.09831003E-07|8.26124404    |91.7387557         1.74819947E-07|8.23533577    |91.7646641    |100           
   124650.0     2.06077384E-07|8.24160309    |91.7583967         1.71664324E-07|8.21573309    |91.7842667    |100           
   124762.5     2.02390914E-07|8.22200882    |91.777991          1.68565661E-07|8.19617708    |91.8038228    |100           
   124875.0     1.98770389E-07|8.20246114    |91.7975387         1.65522932E-07|8.17666761    |91.8233322    |100           
   124987.5     1.95214631E-07|8.18295994    |91.8170399         1.62535126E-07|8.15720459    |91.8427953    |100           
   125100.0     1.91722482E-07|8.1635051     |91.8364947         1.59601252E-07|8.13778789    |91.862212     |100           
   125212.5     1.88292803E-07|8.14409651    |91.8559033         1.56720336E-07|8.11841741    |91.8815824    |100           
   125325.0     1.84924476E-07|8.12473407    |91.8752657         1.53891423E-07|8.09909303    |91.9009068    |100           
   125437.5     1.81616405E-07|8.10541766    |91.8945822         1.51113574E-07|8.07981466    |91.9201852    |100           
   125550.0     1.78367511E-07|8.08614718    |91.9138526         1.48385867E-07|8.06058217    |91.9394177    |100           
   125662.5     1.75176735E-07|8.06692251    |91.9330773         1.45707397E-07|8.04139547    |91.9586044    |100           
   125775.0     1.72043039E-07|8.04774355    |91.9522563         1.43077275E-07|8.02225443    |91.9777454    |100           
   125887.5     1.68965401E-07|8.02861018    |91.9713897         1.40494629E-07|8.00315896    |91.9968409    |100           
   126000.0     1.65942818E-07|8.0095223     |91.9904775         1.37958602E-07|7.98410893    |92.0158909    |100           
   126112.5     1.62974305E-07|7.99047981    |92.00952           1.35468351E-07|7.96510426    |92.0348956    |100           
   126225.0     1.60058895E-07|7.97148259    |92.0285173         1.33023052E-07|7.94614482    |92.053855     |100           
   126337.5     1.57195638E-07|7.95253053    |92.0474693         1.30621891E-07|7.92723051    |92.0727694    |100           
   126450.0     1.54383602E-07|7.93362353    |92.0663763         1.28264074E-07|7.90836122    |92.0916387    |100           
   126562.5     1.51621869E-07|7.91476148    |92.0852384         1.25948816E-07|7.88953685    |92.110463     |100           
   126675.0     1.4890954E-07 |7.89594428    |92.1040556         1.23675351E-07|7.87075728    |92.1292426    |100           
   126787.5     1.46245732E-07|7.87717181    |92.122828          1.21442924E-07|7.85202241    |92.1479775    |100           
   126900.0     1.43629576E-07|7.85844398    |92.1415559         1.19250793E-07|7.83333215    |92.1666677    |100           
   127012.5     1.41060219E-07|7.83976067    |92.1602392         1.17098232E-07|7.81468636    |92.1853135    |100           
   127125.0     1.38536825E-07|7.82112178    |92.1788781         1.14984526E-07|7.79608497    |92.2039149    |100           
   127237.5     1.36058572E-07|7.8025272     |92.1974727         1.12908974E-07|7.77752784    |92.222472     |100           
   127350.0     1.33624652E-07|7.78397683    |92.216023          1.10870887E-07|7.75901489    |92.240985     |100           
   127462.5     1.31234271E-07|7.76547057    |92.2345293         1.08869589E-07|7.74054601    |92.2594539    |100           
   127575.0     1.28886651E-07|7.7470083     |92.2529916         1.06904416E-07|7.72212109    |92.2778788    |100           
   127687.5     1.26581028E-07|7.72858992    |92.2714099         1.04974715E-07|7.70374003    |92.2962599    |100           
   127800.0     1.24316649E-07|7.71021534    |92.2897845         1.03079847E-07|7.68540271    |92.3145972    |100           
   127912.5     1.22092777E-07|7.69188444    |92.3081154         1.01219183E-07|7.66710905    |92.3328908    |100           
   128025.0     1.19908688E-07|7.67359712    |92.3264028         9.93921052E-08|7.64885893    |92.351141     |100           
   128137.5     1.17763669E-07|7.65535328    |92.3446466         9.75980073E-08|7.63065226    |92.3693476    |100           
   128250.0     1.15657021E-07|7.63715282    |92.3628471         9.58362942E-08|7.61248892    |92.387511     |100           
   128362.5     1.1358806E-07 |7.61899562    |92.3810043         9.41063813E-08|7.59436881    |92.4056311    |100           
   128475.0     1.11556109E-07|7.6008816     |92.3991183         9.24076945E-08|7.57629184    |92.4237081    |100           
   128587.5     1.09560508E-07|7.58281064    |92.4171893         9.07396702E-08|7.55825789    |92.441742     |100           
   128700.0     1.07600605E-07|7.56478264    |92.4352173         8.91017549E-08|7.54026687    |92.459733     |100           
   128812.5     1.05675762E-07|7.5467975     |92.4532024         8.74934052E-08|7.52231868    |92.4776812    |100           
   128925.0     1.03785353E-07|7.52885513    |92.4711448         8.59140873E-08|7.50441321    |92.4955867    |100           
   129037.5     1.01928761E-07|7.51095541    |92.4890445         8.43632772E-08|7.48655035    |92.5134496    |100           
   129150.0     1.00105381E-07|7.49309824    |92.5069017         8.28404603E-08|7.46873002    |92.5312699    |100           
   129262.5     9.83146185E-08|7.47528354    |92.5247164         8.13451314E-08|7.45095211    |92.5490478    |100           
   129375.0     9.6555891E-08 |7.45751118    |92.5424887         7.98767942E-08|7.43321651    |92.5667834    |100           
   129487.5     9.48286249E-08|7.43978108    |92.5602188         7.84349615E-08|7.41552313    |92.5844768    |100           
   129600.0     9.31322575E-08|7.42209314    |92.5779068         7.70191549E-08|7.39787186    |92.6021281    |100           
   129712.5     9.1466236E-08 |7.40444724    |92.5955527         7.56289047E-08|7.38026261    |92.6197373    |100           
   129825.0     8.98300175E-08|7.3868433     |92.6131566         7.42637494E-08|7.36269528    |92.6373046    |100           
   129937.5     8.8223069E-08 |7.36928121    |92.6307187         7.29232362E-08|7.34516976    |92.6548302    |100           
   130050.0     8.66448669E-08|7.35176088    |92.648239          7.16069201E-08|7.32768596    |92.672314     |100           
   130162.5     8.50948968E-08|7.3342822     |92.6657177         7.03143645E-08|7.31024377    |92.6897562    |100           
   130275.0     8.35726538E-08|7.31684507    |92.6831548         6.90451405E-08|7.2928431     |92.7071568    |100           
