Input Data
----------

Decay Rate A = 0.00016045073624072808 /s
Decay Rate B = 2.1158338844931175e-05 /s
Initial Count A = 100.0
Initial Count B = 0.0
Initial Count C = 0.0
Time Delta = 14.0625 s
Final Time = 180000 s


Output Data
-----------

Max N(B)
--------
Analytical : 73.51066601554557 at t = 14544.604692043175 s
Numerical  : 73.5362038412914 at t = 14526.5625 s

    Time                           Analytical                                             Numerical                         
     (s)              N (A)     |    N (B)     |    N (C)              N (A)     |    N (B)     |    N (C)     |  N (total)   
     75318.75     0.000564382297|23.4046432    |76.5947924         0.000556728363|23.3991026    |76.6003407    |100           
   75332.8125     0.000563110295|23.3976817    |76.6017552         0.000555472196|23.3921417    |76.6073028    |100           
    75346.875     0.00056184116 |23.3907223    |76.6087159         0.000554218862|23.3851829    |76.6142629    |100           
   75360.9375     0.000560574885|23.3837649    |76.6156745         0.000552968357|23.3782261    |76.6212209    |100           
      75375.0     0.000559311465|23.3768096    |76.6226311         0.000551720673|23.3712714    |76.6281769    |100           
   75389.0625     0.000558050891|23.3698564    |76.6295855         0.000550475805|23.3643188    |76.6351307    |100           
    75403.125     0.000556793159|23.3629053    |76.6365379         0.000549233745|23.3573682    |76.6420825    |100           
   75417.1875     0.000555538262|23.3559562    |76.6434883         0.000547994488|23.3504197    |76.6490323    |100           
     75431.25     0.000554286192|23.3490091    |76.6504366         0.000546758027|23.3434733    |76.6559799    |100           
   75445.3125     0.000553036945|23.3420642    |76.6573828         0.000545524356|23.336529     |76.6629255    |100           
    75459.375     0.000551790513|23.3351213    |76.6643269         0.000544293468|23.3295867    |76.669869     |100           
   75473.4375     0.00055054689 |23.3281804    |76.671269          0.000543065358|23.3226464    |76.6768105    |100           
      75487.5     0.000549306071|23.3212417    |76.678209          0.000541840018|23.3157082    |76.6837499    |100           
   75501.5625     0.000548068047|23.314305     |76.685147          0.000540617444|23.3087721    |76.6906872    |100           
    75515.625     0.000546832815|23.3073703    |76.6920829         0.000539397628|23.3018381    |76.6976225    |100           
   75529.6875     0.000545600366|23.3004377    |76.6990167         0.000538180564|23.2949061    |76.7045557    |100           
     75543.75     0.000544370694|23.2935072    |76.7059484         0.000536966247|23.2879762    |76.7114869    |100           
   75557.8125     0.000543143794|23.2865787    |76.7128781         0.000535754669|23.2810483    |76.718416     |100           
    75571.875     0.00054191966 |23.2796523    |76.7198058         0.000534545825|23.2741225    |76.725343     |100           
   75585.9375     0.000540698284|23.2727279    |76.7267314         0.000533339709|23.2671987    |76.7322679    |100           
      75600.0     0.000539479661|23.2658056    |76.7336549         0.000532136314|23.260277     |76.7391908    |100           
   75614.0625     0.000538263784|23.2588854    |76.7405763         0.000530935634|23.2533574    |76.7461117    |100           
    75628.125     0.000537050648|23.2519672    |76.7474957         0.000529737664|23.2464398    |76.7530305    |100           
   75642.1875     0.000535840246|23.2450511    |76.7544131         0.000528542396|23.2395243    |76.7599472    |100           
     75656.25     0.000534632572|23.238137     |76.7613284         0.000527349826|23.2326108    |76.7668619    |100           
   75670.3125     0.00053342762 |23.231225     |76.7682416         0.000526159946|23.2256994    |76.7737745    |100           
    75684.375     0.000532225384|23.224315     |76.7751528         0.000524972751|23.21879      |76.780685     |100           
   75698.4375     0.000531025857|23.2174071    |76.7820619         0.000523788235|23.2118827    |76.7875935    |100           
      75712.5     0.000529829034|23.2105012    |76.7889689         0.000522606392|23.2049774    |76.7945       |100           
   75726.5625     0.000528634908|23.2035974    |76.7958739         0.000521427215|23.1980742    |76.8014044    |100           
    75740.625     0.000527443473|23.1966957    |76.8027769         0.000520250698|23.191173     |76.8083067    |100           
   75754.6875     0.000526254724|23.189796     |76.8096778         0.000519076837|23.1842739    |76.815207     |100           
     75768.75     0.000525068653|23.1828983    |76.8165766         0.000517905624|23.1773769    |76.8221052    |100           
   75782.8125     0.000523885256|23.1760027    |76.8234734         0.000516737053|23.1704819    |76.8290014    |100           
    75796.875     0.000522704526|23.1691091    |76.8303682         0.00051557112 |23.1635889    |76.8358955    |100           
   75810.9375     0.000521526458|23.1622176    |76.8372609         0.000514407817|23.156698     |76.8427876    |100           
      75825.0     0.000520351044|23.1553282    |76.8441515         0.000513247138|23.1498091    |76.8496776    |100           
   75839.0625     0.00051917828 |23.1484407    |76.8510401         0.000512089079|23.1429223    |76.8565656    |100           
    75853.125     0.000518008158|23.1415554    |76.8579266         0.000510933633|23.1360376    |76.8634515    |100           
   75867.1875     0.000516840674|23.134672     |76.8648111         0.000509780794|23.1291548    |76.8703354    |100           
     75881.25     0.000515675821|23.1277908    |76.8716936         0.000508630556|23.1222742    |76.8772172    |100           
   75895.3125     0.000514513594|23.1209115    |76.878574          0.000507482913|23.1153955    |76.884097     |100           
    75909.375     0.000513353986|23.1140343    |76.8854523         0.00050633786 |23.1085189    |76.8909747    |100           
   75923.4375     0.000512196991|23.1071592    |76.8923286         0.00050519539 |23.1016444    |76.8978504    |100           
      75937.5     0.000511042604|23.1002861    |76.8992029         0.000504055498|23.0947719    |76.9047241    |100           
   75951.5625     0.000509890819|23.093415     |76.9060751         0.000502918179|23.0879014    |76.9115957    |100           
    75965.625     0.00050874163 |23.086546     |76.9129453         0.000501783425|23.081033     |76.9184652    |100           
   75979.6875     0.00050759503 |23.079679     |76.9198134         0.000500651232|23.0741666    |76.9253327    |100           
     75993.75     0.000506451015|23.072814     |76.9266795         0.000499521593|23.0673023    |76.9321982    |100           
   76007.8125     0.000505309579|23.0659511    |76.9335435         0.000498394503|23.06044      |76.9390616    |100           
    76021.875     0.000504170714|23.0590903    |76.9404055         0.000497269957|23.0535797    |76.945923     |100           
   76035.9375     0.000503034417|23.0522315    |76.9472655         0.000496147947|23.0467215    |76.9527823    |100           
      76050.0     0.000501900681|23.0453747    |76.9541234         0.000495028469|23.0398653    |76.9596396    |100           
   76064.0625     0.000500769499|23.0385199    |76.9609793         0.000493911518|23.0330112    |76.9664949    |100           
    76078.125     0.000499640868|23.0316672    |76.9678332         0.000492797086|23.0261591    |76.9733481    |100           
   76092.1875     0.00049851478 |23.0248165    |76.974685          0.000491685169|23.019309     |76.9801993    |100           
     76106.25     0.00049739123 |23.0179679    |76.9815347         0.000490575761|23.012461     |76.9870485    |100           
   76120.3125     0.000496270212|23.0111213    |76.9883824         0.000489468856|23.005615     |76.9938956    |100           
    76134.375     0.000495151721|23.0042767    |76.9952281         0.000488364449|22.998771     |77.0007406    |100           
   76148.4375     0.00049403575 |22.9974342    |77.0020718         0.000487262533|22.9919291    |77.0075837    |100           
      76162.5     0.000492922295|22.9905937    |77.0089134         0.000486163104|22.9850892    |77.0144247    |100           
   76176.5625     0.000491811349|22.9837552    |77.015753          0.000485066155|22.9782513    |77.0212636    |100           
    76190.625     0.000490702907|22.9769187    |77.0225905         0.000483971682|22.9714155    |77.0281006    |100           
   76204.6875     0.000489596964|22.9700843    |77.0294261         0.000482879678|22.9645817    |77.0349355    |100           
     76218.75     0.000488493513|22.963252     |77.0362595         0.000481790138|22.9577499    |77.0417683    |100           
   76232.8125     0.000487392548|22.9564216    |77.043091          0.000480703056|22.9509201    |77.0485992    |100           
    76246.875     0.000486294066|22.9495933    |77.0499204         0.000479618428|22.9440924    |77.055428     |100           
   76260.9375     0.000485198059|22.942767     |77.0567478         0.000478536246|22.9372667    |77.0622547    |100           
      76275.0     0.000484104522|22.9359427    |77.0635732         0.000477456506|22.9304431    |77.0690795    |100           
   76289.0625     0.000483013449|22.9291205    |77.0703965         0.000476379203|22.9236215    |77.0759022    |100           
    76303.125     0.000481924836|22.9223003    |77.0772178         0.00047530433 |22.9168019    |77.0827228    |100           
   76317.1875     0.000480838676|22.9154821    |77.084037          0.000474231883|22.9099843    |77.0895415    |100           
     76331.25     0.000479754965|22.908666     |77.0908543         0.000473161855|22.9031687    |77.0963581    |100           
   76345.3125     0.000478673695|22.9018518    |77.0976695         0.000472094242|22.8963552    |77.1031727    |100           
    76359.375     0.000477594863|22.8950397    |77.1044827         0.000471029037|22.8895437    |77.1099852    |100           
   76373.4375     0.000476518462|22.8882296    |77.1112938         0.000469966236|22.8827343    |77.1167958    |100           
      76387.5     0.000475444487|22.8814216    |77.118103          0.000468905833|22.8759268    |77.1236043    |100           
   76401.5625     0.000474372933|22.8746156    |77.1249101         0.000467847823|22.8691214    |77.1304108    |100           
    76415.625     0.000473303794|22.8678115    |77.1317152         0.0004667922  |22.862318     |77.1372152    |100           
   76429.6875     0.000472237064|22.8610096    |77.1385182         0.000465738959|22.8555166    |77.1440177    |100           
     76443.75     0.000471172739|22.8542096    |77.1453192         0.000464688094|22.8487172    |77.1508181    |100           
   76457.8125     0.000470110812|22.8474116    |77.1521183         0.000463639601|22.8419199    |77.1576165    |100           
    76471.875     0.000469051279|22.8406157    |77.1589152         0.000462593473|22.8351246    |77.1644128    |100           
