Input Data
----------

Decay Rate A = 0.00016045073624072808 /s
Decay Rate B = 2.1158338844931175e-05 /s
Initial Count A = 100.0
Initial Count B = 0.0
Initial Count C = 0.0
Time Delta = 56.25 s
Final Time = 180000 s


Output Data
-----------

Max N(B)
--------
Analytical : 73.51066601554557 at t = 14544.604692043175 s
Numerical  : 73.61307233309724 at t = 14512.5 s

   Time                          Analytical                                             Numerical                         
    (s)             N (A)     |    N (B)     |    N (C)              N (A)     |    N (B)     |    N (C)     |  N (total)   
  167456.25     2.14371974E-10|3.33171025    |96.6682897         1.89754175E-10|3.32468744    |96.6753126    |100           
   167512.5     2.12445896E-10|3.32774735    |96.6722526         1.88041577E-10|3.32073054    |96.6792695    |100           
  167568.75     2.10537123E-10|3.32378917    |96.6762108         1.86344435E-10|3.31677835    |96.6832216    |100           
   167625.0     2.086455E-10  |3.31983569    |96.6801643         1.84662611E-10|3.31283087    |96.6871691    |100           
  167681.25     2.06770873E-10|3.31588692    |96.6841131         1.82995965E-10|3.30888808    |96.6911119    |100           
   167737.5     2.04913089E-10|3.31194284    |96.6880572         1.81344362E-10|3.30494999    |96.69505      |100           
  167793.75     2.03071996E-10|3.30800345    |96.6919965         1.79707665E-10|3.30101658    |96.6989834    |100           
   167850.0     2.01247446E-10|3.30406875    |96.6959312         1.78085739E-10|3.29708785    |96.7029121    |100           
  167906.25     1.99439288E-10|3.30013873    |96.6998613         1.76478453E-10|3.2931638     |96.7068362    |100           
   167962.5     1.97647376E-10|3.29621339    |96.7037866         1.74885672E-10|3.28924442    |96.7107556    |100           
  168018.75     1.95871565E-10|3.29229271    |96.7077073         1.73307267E-10|3.2853297     |96.7146703    |100           
   168075.0     1.94111708E-10|3.2883767     |96.7116233         1.71743108E-10|3.28141965    |96.7185804    |100           
  168131.25     1.92367663E-10|3.28446534    |96.7155347         1.70193065E-10|3.27751424    |96.7224858    |100           
   168187.5     1.90639288E-10|3.28055864    |96.7194414         1.68657013E-10|3.27361349    |96.7263865    |100           
  168243.75     1.88926443E-10|3.27665659    |96.7233434         1.67134823E-10|3.26971738    |96.7302826    |100           
   168300.0     1.87228986E-10|3.27275917    |96.7272408         1.65626373E-10|3.2658259     |96.7341741    |100           
  168356.25     1.85546781E-10|3.26886639    |96.7311336         1.64131536E-10|3.26193906    |96.7380609    |100           
   168412.5     1.8387969E-10 |3.26497824    |96.7350218         1.62650191E-10|3.25805684    |96.7419432    |100           
  168468.75     1.82227577E-10|3.26109472    |96.7389053         1.61182215E-10|3.25417924    |96.7458208    |100           
   168525.0     1.80590309E-10|3.25721582    |96.7427842         1.59727489E-10|3.25030626    |96.7496937    |100           
  168581.25     1.7896775E-10 |3.25334152    |96.7466585         1.58285892E-10|3.24643788    |96.7535621    |100           
   168637.5     1.7735977E-10 |3.24947184    |96.7505282         1.56857305E-10|3.24257412    |96.7574259    |100           
  168693.75     1.75766237E-10|3.24560676    |96.7543932         1.55441613E-10|3.23871494    |96.7612851    |100           
   168750.0     1.74187022E-10|3.24174628    |96.7582537         1.54038697E-10|3.23486037    |96.7651396    |100           
  168806.25     1.72621996E-10|3.23789039    |96.7621096         1.52648443E-10|3.23101038    |96.7689896    |100           
   168862.5     1.71071031E-10|3.23403909    |96.7659609         1.51270737E-10|3.22716497    |96.772835     |100           
  168918.75     1.69534E-10   |3.23019236    |96.7698076         1.49905465E-10|3.22332414    |96.7766759    |100           
   168975.0     1.6801078E-10 |3.22635021    |96.7736498         1.48552515E-10|3.21948788    |96.7805121    |100           
  169031.25     1.66501246E-10|3.22251264    |96.7774874         1.47211776E-10|3.21565618    |96.7843438    |100           
   169087.5     1.65005274E-10|3.21867962    |96.7813204         1.45883138E-10|3.21182905    |96.788171     |100           
  169143.75     1.63522743E-10|3.21485117    |96.7851488         1.44566491E-10|3.20800647    |96.7919935    |100           
   169200.0     1.62053533E-10|3.21102727    |96.7889727         1.43261727E-10|3.20418844    |96.7958116    |100           
  169256.25     1.60597523E-10|3.20720792    |96.7927921         1.41968739E-10|3.20037495    |96.799625     |100           
   169312.5     1.59154594E-10|3.20339311    |96.7966069         1.40687421E-10|3.196566      |96.803434     |100           
  169368.75     1.57724631E-10|3.19958284    |96.8004172         1.39417667E-10|3.19276159    |96.8072384    |100           
   169425.0     1.56307515E-10|3.1957771     |96.8042229         1.38159374E-10|3.1889617     |96.8110383    |100           
  169481.25     1.54903131E-10|3.19197588    |96.8080241         1.36912436E-10|3.18516634    |96.8148337    |100           
   169537.5     1.53511365E-10|3.18817919    |96.8118208         1.35676753E-10|3.18137549    |96.8186245    |100           
  169593.75     1.52132105E-10|3.18438702    |96.815613          1.34452223E-10|3.17758916    |96.8224108    |100           
   169650.0     1.50765236E-10|3.18059935    |96.8194006         1.33238744E-10|3.17380733    |96.8261927    |100           
  169706.25     1.49410648E-10|3.17681619    |96.8231838         1.32036217E-10|3.17003       |96.82997      |100           
   169762.5     1.48068231E-10|3.17303753    |96.8269625         1.30844543E-10|3.16625717    |96.8337428    |100           
  169818.75     1.46737876E-10|3.16926337    |96.8307366         1.29663625E-10|3.16248883    |96.8375112    |100           
   169875.0     1.45419473E-10|3.16549369    |96.8345063         1.28493365E-10|3.15872497    |96.841275     |100           
  169931.25     1.44112916E-10|3.1617285     |96.8382715         1.27333667E-10|3.1549656     |96.8450344    |100           
   169987.5     1.42818098E-10|3.15796779    |96.8420322         1.26184435E-10|3.15121069    |96.8487893    |100           
  170043.75     1.41534913E-10|3.15421155    |96.8457885         1.25045576E-10|3.14746026    |96.8525397    |100           
   170100.0     1.40263257E-10|3.15045977    |96.8495402         1.23916996E-10|3.14371429    |96.8562857    |100           
  170156.25     1.39003027E-10|3.14671246    |96.8532875         1.22798601E-10|3.13997278    |96.8600272    |100           
   170212.5     1.3775412E-10 |3.14296961    |96.8570304         1.216903E-10  |3.13623572    |96.8637643    |100           
  170268.75     1.36516434E-10|3.13923121    |96.8607688         1.20592002E-10|3.1325031     |96.8674969    |100           
   170325.0     1.35289869E-10|3.13549726    |96.8645027         1.19503616E-10|3.12877494    |96.8712251    |100           
  170381.25     1.34074323E-10|3.13176774    |96.8682323         1.18425054E-10|3.1250512     |96.8749488    |100           
   170437.5     1.32869699E-10|3.12804267    |96.8719573         1.17356226E-10|3.1213319     |96.8786681    |100           
  170493.75     1.31675899E-10|3.12432202    |96.875678          1.16297045E-10|3.11761703    |96.882383     |100           
   170550.0     1.30492824E-10|3.1206058     |96.8793942         1.15247423E-10|3.11390658    |96.8860934    |100           
  170606.25     1.29320379E-10|3.116894      |96.883106          1.14207274E-10|3.11020054    |96.8897995    |100           
   170662.5     1.28158468E-10|3.11318662    |96.8868134         1.13176513E-10|3.10649892    |96.8935011    |100           
  170718.75     1.27006996E-10|3.10948364    |96.8905164         1.12155055E-10|3.1028017     |96.8971983    |100           
   170775.0     1.25865871E-10|3.10578507    |96.8942149         1.11142816E-10|3.09910888    |96.9008911    |100           
  170831.25     1.24734997E-10|3.1020909     |96.8979091         1.10139712E-10|3.09542045    |96.9045795    |100           
   170887.5     1.23614285E-10|3.09840112    |96.9015989         1.09145662E-10|3.09173642    |96.9082636    |100           
  170943.75     1.22503642E-10|3.09471573    |96.9052843         1.08160584E-10|3.08805677    |96.9119432    |100           
   171000.0     1.21402978E-10|3.09103473    |96.9089653         1.07184397E-10|3.08438149    |96.9156185    |100           
  171056.25     1.20312202E-10|3.0873581     |96.9126419         1.0621702E-10 |3.0807106     |96.9192894    |100           
   171112.5     1.19231228E-10|3.08368584    |96.9163142         1.05258373E-10|3.07704407    |96.9229559    |100           
  171168.75     1.18159965E-10|3.08001796    |96.919982          1.04308379E-10|3.07338191    |96.9266181    |100           
   171225.0     1.17098328E-10|3.07635444    |96.9236456         1.03366959E-10|3.0697241     |96.9302759    |100           
  171281.25     1.16046229E-10|3.07269527    |96.9273047         1.02434036E-10|3.06607065    |96.9339294    |100           
   171337.5     1.15003583E-10|3.06904046    |96.9309595         1.01509532E-10|3.06242154    |96.9375785    |100           
  171393.75     1.13970304E-10|3.06538999    |96.93461           1.00593373E-10|3.05877678    |96.9412232    |100           
   171450.0     1.1294631E-10 |3.06174387    |96.9382561         9.96854822E-11|3.05513636    |96.9448636    |100           
  171506.25     1.11931516E-10|3.05810208    |96.9418979         9.87857854E-11|3.05150027    |96.9484997    |100           
   171562.5     1.1092584E-10 |3.05446463    |96.9455354         9.78942087E-11|3.04786851    |96.9521315    |100           
  171618.75     1.09929199E-10|3.0508315     |96.9491685         9.70106789E-11|3.04424106    |96.9557589    |100           
   171675.0     1.08941513E-10|3.04720269    |96.9527973         9.61351231E-11|3.04061794    |96.9593821    |100           
  171731.25     1.07962701E-10|3.0435782     |96.9564218         9.52674696E-11|3.03699913    |96.9630009    |100           
   171787.5     1.06992683E-10|3.03995802    |96.960042          9.4407647E-11 |3.03338463    |96.9666154    |100           
  171843.75     1.06031381E-10|3.03634214    |96.9636579         9.35555846E-11|3.02977442    |96.9702256    |100           
   171900.0     1.05078716E-10|3.03273057    |96.9672694         9.27112123E-11|3.02616852    |96.9738315    |100           
  171956.25     1.0413461E-10 |3.02912329    |96.9708767         9.18744608E-11|3.0225669     |96.9774331    |100           
   172012.5     1.03198987E-10|3.02552031    |96.9744797         9.10452613E-11|3.01896957    |96.9810304    |100           
  172068.75     1.0227177E-10 |3.02192161    |96.9780784         9.02235456E-11|3.01537653    |96.9846235    |100           
   172125.0     1.01352884E-10|3.01832719    |96.9816728         8.94092462E-11|3.01178776    |96.9882122    |100           
  172181.25     1.00442254E-10|3.01473704    |96.985263          8.86022961E-11|3.00820326    |96.9917967    |100           
   172237.5     9.95398054E-11|3.01115117    |96.9888488         8.7802629E-11 |3.00462303    |96.995377     |100           
  172293.75     9.86454654E-11|3.00756956    |96.9924304         8.70101792E-11|3.00104705    |96.9989529    |100           
   172350.0     9.77591608E-11|3.00399221    |96.9960078         8.62248815E-11|2.99747534    |97.0025247    |100           
  172406.25     9.68808194E-11|3.00041911    |96.9995809         8.54466714E-11|2.99390787    |97.0060921    |100           
   172462.5     9.60103697E-11|2.99685027    |97.0031497         8.4675485E-11 |2.99034465    |97.0096553    |100           
  172518.75     9.51477407E-11|2.99328567    |97.0067143         8.39112588E-11|2.98678568    |97.0132143    |100           
   172575.0     9.42928623E-11|2.98972531    |97.0102747         8.315393E-11  |2.98323093    |97.0167691    |100           
  172631.25     9.34456647E-11|2.98616919    |97.0138308         8.24034363E-11|2.97968042    |97.0203196    |100           
   172687.5     9.2606079E-11 |2.98261729    |97.0173827         8.16597161E-11|2.97613414    |97.0238659    |100           
  172743.75     9.17740367E-11|2.97906962    |97.0209304         8.09227083E-11|2.97259207    |97.0274079    |100           
   172800.0     9.09494702E-11|2.97552617    |97.0244738         8.01923522E-11|2.96905422    |97.0309458    |100           
  172856.25     9.01323121E-11|2.97198694    |97.0280131         7.94685879E-11|2.96552058    |97.0344794    |100           
   172912.5     8.93224961E-11|2.96845191    |97.0315481         7.87513557E-11|2.96199115    |97.0380089    |100           
  172968.75     8.8519956E-11 |2.96492109    |97.0350789         7.80405969E-11|2.95846591    |97.0415341    |100           
   173025.0     8.77246265E-11|2.96139447    |97.0386055         7.73362529E-11|2.95494488    |97.0450551    |100           
  173081.25     8.69364429E-11|2.95787204    |97.042128          7.66382658E-11|2.95142803    |97.048572     |100           
   173137.5     8.61553409E-11|2.9543538     |97.0456462         7.59465783E-11|2.94791537    |97.0520846    |100           
  173193.75     8.53812569E-11|2.95083975    |97.0491602         7.52611336E-11|2.94440689    |97.0555931    |100           
   173250.0     8.46141278E-11|2.94732988    |97.0526701         7.45818752E-11|2.94090258    |97.0590974    |100           
  173306.25     8.38538912E-11|2.94382418    |97.0561758         7.39087474E-11|2.93740245    |97.0625976    |100           
   173362.5     8.31004852E-11|2.94032266    |97.0596773         7.32416948E-11|2.93390648    |97.0660935    |100           
