Input Data
----------

Decay Rate A = 0.00016045073624072808 /s
Decay Rate B = 2.1158338844931175e-05 /s
Initial Count A = 100.0
Initial Count B = 0.0
Initial Count C = 0.0
Time Delta = 28.125 s
Final Time = 180000 s


Output Data
-----------

Max N(B)
--------
Analytical : 73.51066601554557 at t = 14544.604692043175 s
Numerical  : 73.56178515255509 at t = 14512.5 s

    Time                          Analytical                                             Numerical                         
    (s)              N (A)     |    N (B)     |    N (C)              N (A)     |    N (B)     |    N (C)     |  N (total)   
   25453.125     1.68404315    |65.284534     |33.0314229         1.66854986    |65.2916054    |33.0398448    |100           
    25481.25     1.67646073    |65.2532763    |33.070263          1.66102023    |65.2602814    |33.0786984    |100           
   25509.375     1.66891245    |65.2220031    |33.1090845         1.65352458    |65.228942     |33.1175334    |100           
     25537.5     1.66139815    |65.1907145    |33.1478874         1.64606276    |65.1975875    |33.1563497    |100           
   25565.625     1.65391769    |65.1594107    |33.1866716         1.63863461    |65.166218     |33.1951474    |100           
    25593.75     1.64647091    |65.1280918    |33.2254373         1.63123998    |65.1348336    |33.2339264    |100           
   25621.875     1.63905766    |65.0967581    |33.2641842         1.62387872    |65.1034346    |33.2726867    |100           
     25650.0     1.63167779    |65.0654096    |33.3029126         1.61655068    |65.072021     |33.3114283    |100           
   25678.125     1.62433114    |65.0340466    |33.3416223         1.60925571    |65.040593     |33.3501513    |100           
    25706.25     1.61701757    |65.0026691    |33.3803133         1.60199366    |65.0091508    |33.3888555    |100           
   25734.375     1.60973693    |64.9712774    |33.4189856         1.59476438    |64.9776946    |33.4275411    |100           
     25762.5     1.60248908    |64.9398716    |33.4576393         1.58756772    |64.9462244    |33.4662079    |100           
   25790.625     1.59527385    |64.9084519    |33.4962742         1.58040354    |64.9147405    |33.504856     |100           
    25818.75     1.58809112    |64.8770184    |33.5348905         1.57327169    |64.883243     |33.5434853    |100           
   25846.875     1.58094072    |64.8455712    |33.573488          1.56617203    |64.851732     |33.5820959    |100           
     25875.0     1.57382252    |64.8141106    |33.6120669         1.5591044     |64.8202078    |33.6206878    |100           
   25903.125     1.56673637    |64.7826367    |33.650627          1.55206866    |64.7886704    |33.6592609    |100           
    25931.25     1.55968212    |64.7511495    |33.6891683         1.54506468    |64.7571201    |33.6978152    |100           
   25959.375     1.55265964    |64.7196494    |33.727691          1.5380923     |64.7255569    |33.7363508    |100           
     25987.5     1.54566877    |64.6881364    |33.7661949         1.53115139    |64.6939811    |33.7748675    |100           
   26015.625     1.53870938    |64.6566106    |33.80468           1.52424179    |64.6623927    |33.8133655    |100           
    26043.75     1.53178133    |64.6250723    |33.8431463         1.51736338    |64.6307919    |33.8518447    |100           
   26071.875     1.52488447    |64.5935216    |33.8815939         1.51051601    |64.5991789    |33.8903051    |100           
     26100.0     1.51801866    |64.5619586    |33.9200227         1.50369954    |64.5675538    |33.9287467    |100           
   26128.125     1.51118376    |64.5303835    |33.9584328         1.49691383    |64.5359168    |33.9671694    |100           
    26156.25     1.50437964    |64.4987964    |33.996824          1.49015874    |64.5042679    |34.0055733    |100           
   26184.375     1.49760616    |64.4671974    |34.0351964         1.48343414    |64.4726074    |34.0439584    |100           
     26212.5     1.49086317    |64.4355868    |34.0735501         1.47673988    |64.4409354    |34.0823247    |100           
   26240.625     1.48415055    |64.4039646    |34.1118849         1.47007583    |64.4092521    |34.1206721    |100           
    26268.75     1.47746814    |64.372331     |34.1502009         1.46344185    |64.3775575    |34.1590006    |100           
   26296.875     1.47081583    |64.3406862    |34.188498          1.45683781    |64.3458519    |34.1973103    |100           
     26325.0     1.46419346    |64.3090302    |34.2267763         1.45026357    |64.3141353    |34.2356011    |100           
   26353.125     1.45760092    |64.2773632    |34.2650358         1.443719      |64.2824079    |34.2738731    |100           
    26381.25     1.45103806    |64.2456855    |34.3032765         1.43720396    |64.2506699    |34.3121261    |100           
   26409.375     1.44450474    |64.213997     |34.3414983         1.43071833    |64.2189214    |34.3503603    |100           
     26437.5     1.43800084    |64.182298     |34.3797012         1.42426196    |64.1871624    |34.3885756    |100           
   26465.625     1.43152623    |64.1505885    |34.4178852         1.41783472    |64.1553933    |34.426772     |100           
    26493.75     1.42508077    |64.1188688    |34.4560504         1.41143649    |64.123614     |34.4649495    |100           
   26521.875     1.41866433    |64.0871389    |34.4941967         1.40506714    |64.0918248    |34.503108     |100           
     26550.0     1.41227678    |64.0553991    |34.5323241         1.39872652    |64.0600258    |34.5412477    |100           
   26578.125     1.40591799    |64.0236493    |34.5704327         1.39241452    |64.0282171    |34.5793684    |100           
    26606.25     1.39958783    |63.9918899    |34.6085223         1.386131      |63.9963988    |34.6174702    |100           
   26634.375     1.39328617    |63.9601208    |34.646593          1.37987584    |63.9645711    |34.6555531    |100           
     26662.5     1.38701288    |63.9283422    |34.6846449         1.37364891    |63.9327341    |34.693617     |100           
   26690.625     1.38076785    |63.8965544    |34.7226778         1.36745008    |63.9008879    |34.731662     |100           
    26718.75     1.37455092    |63.8647573    |34.7606918         1.36127922    |63.8690328    |34.769688     |100           
   26746.875     1.36836199    |63.8329512    |34.7986868         1.3551362     |63.8371687    |34.8076951    |100           
     26775.0     1.36220093    |63.8011361    |34.836663          1.34902091    |63.8052959    |34.8456832    |100           
   26803.125     1.35606761    |63.7693122    |34.8746202         1.34293321    |63.7734144    |34.8836524    |100           
    26831.25     1.3499619     |63.7374797    |34.9125584         1.33687299    |63.7415245    |34.9216025    |100           
   26859.375     1.34388368    |63.7056386    |34.9504778         1.33084011    |63.7096262    |34.9595337    |100           
     26887.5     1.33783283    |63.6737891    |34.9883781         1.32483446    |63.6777196    |34.9974459    |100           
   26915.625     1.33180923    |63.6419312    |35.0262595         1.31885591    |63.6458049    |35.0353392    |100           
    26943.75     1.32581274    |63.6100653    |35.064122          1.31290434    |63.6138822    |35.0732134    |100           
   26971.875     1.31984326    |63.5781913    |35.1019655         1.30697963    |63.5819517    |35.1110686    |100           
     27000.0     1.31390065    |63.5463094    |35.13979           1.30108165    |63.5500135    |35.1489049    |100           
   27028.125     1.3079848     |63.5144197    |35.1775955         1.29521029    |63.5180676    |35.1867221    |100           
    27056.25     1.30209558    |63.4825223    |35.2153821         1.28936543    |63.4861142    |35.2245203    |100           
   27084.375     1.29623288    |63.4506175    |35.2531497         1.28354694    |63.4541535    |35.2622995    |100           
     27112.5     1.29039658    |63.4187052    |35.2908982         1.2777547     |63.4221856    |35.3000597    |100           
   27140.625     1.28458656    |63.3867856    |35.3286278         1.27198861    |63.3902105    |35.3378009    |100           
    27168.75     1.2788027     |63.3548589    |35.3663384         1.26624854    |63.3582284    |35.375523     |100           
   27196.875     1.27304487    |63.3229251    |35.40403           1.26053436    |63.3262395    |35.4132261    |100           
     27225.0     1.26731298    |63.2909844    |35.4417026         1.25484598    |63.2942438    |35.4509102    |100           
   27253.125     1.26160689    |63.2590369    |35.4793562         1.24918327    |63.2622415    |35.4885752    |100           
    27281.25     1.25592649    |63.2270827    |35.5169908         1.24354611    |63.2302327    |35.5262212    |100           
   27309.375     1.25027167    |63.195122     |35.5546063         1.23793438    |63.1982174    |35.5638482    |100           
     27337.5     1.24464231    |63.1631548    |35.5922029         1.23234799    |63.166196     |35.6014561    |100           
   27365.625     1.23903829    |63.1311813    |35.6297804         1.2267868     |63.1341683    |35.6390449    |100           
    27393.75     1.23345951    |63.0992016    |35.6673389         1.2212507     |63.1021346    |35.6766147    |100           
   27421.875     1.22790584    |63.0672158    |35.7048783         1.21573959    |63.070095     |35.7141654    |100           
     27450.0     1.22237719    |63.0352241    |35.7423987         1.21025335    |63.0380496    |35.751697     |100           
   27478.125     1.21687342    |63.0032265    |35.7799001         1.20479187    |63.0059985    |35.7892096    |100           
    27506.25     1.21139444    |62.9712231    |35.8173824         1.19935504    |62.9739419    |35.8267031    |100           
   27534.375     1.20594012    |62.9392142    |35.8548457         1.19394273    |62.9418798    |35.8641775    |100           
     27562.5     1.20051036    |62.9071997    |35.8922899         1.18855486    |62.9098123    |35.9016329    |100           
   27590.625     1.19510505    |62.8751798    |35.9297151         1.18319129    |62.8777396    |35.9390691    |100           
    27618.75     1.18972408    |62.8431547    |35.9671213         1.17785193    |62.8456618    |35.9764863    |100           
   27646.875     1.18436733    |62.8111243    |36.0045083         1.17253667    |62.8135789    |36.0138844    |100           
     27675.0     1.17903471    |62.779089     |36.0418763         1.16724539    |62.7814912    |36.0512634    |100           
   27703.125     1.17372609    |62.7470486    |36.0792253         1.16197799    |62.7493987    |36.0886233    |100           
